timestamp_unix;timestamp_esp;device_id;suhu;kelembaban;interval_ms;latency_ms;jitter_ms;packet_rate;label
1.779.145.854.876;37137;ESP32-IDS-01;28.5;64.6;326;20;1;1.3;normal
1.779.154.685.801;359984;ESP32-IDS-01;30.0;62.3;10000;988;2774;0.98;dos
1.779.154.777.227;44210;ESP32-IDS-01;30.0;62.3;1434;395;979;2.2;dos
1.779.149.365.408;1169912;ESP32-IDS-01;29.0;68.2;701;20;0;2.7;normal
1.779.151.990.188;1792236;ESP32-IDS-01;29.8;64.3;841;26;10;0.4;dos
1.779.151.329.779;1131843;ESP32-IDS-01;29.9;64.4;626;20;0;3.3;dos
1.779.150.049.675;1854222;ESP32-IDS-01;29.0;67.7;384;22;3;1.6;dos
1.779.154.379.231;58346;ESP32-IDS-01;30.0;62.4;728;22;7;2.67;dos
1.779.156.401.195;93736;ESP32-IDS-01;30.1;61.8;808;33;26;1.44;dos
1.779.167.213.771;252622;ESP32-IDS-01;28.7;53.0;750;24;13;3.63;dos
1.779.154.775.924;42776;ESP32-IDS-01;30.0;62.3;2109;426;569;2.77;dos
1779149093.55;898047;ESP32-IDS-01;28.9;68.3;628;19;1;2.3;normal
1.779.145.115.786;382696;ESP32-IDS-01;28.2;69.6;770;20;1;0.8;normal
1.779.149.595.399;1399937;ESP32-IDS-01;29.1;67.7;605;20;4;1.5;normal
1.779.145.488.118;755034;ESP32-IDS-01;28.3;66.7;472;22;2;2.4;normal
1.779.159.646.949;44230;ESP32-IDS-01;30.7;60.9;593;29;18;2.39;dos
1779156133.15;135352;ESP32-IDS-01;30.0;62.0;934;39;19;3.57;dos
1.779.154.106.187;243226;ESP32-IDS-01;29.9;62.6;841;19;3;6.66;dos
1.779.150.832.327;634309;ESP32-IDS-01;29.5;66.2;874;26;12;4.49;dos
1.779.153.337.974;312758;ESP32-IDS-01;30.0;62.7;2997;26;10;0.1;dos
1.779.158.933.013;10173;ESP32-IDS-01;30.5;59.4;777;660;1214;2.89;dos
1.779.146.775.807;151232;ESP32-IDS-01;28.6;64.1;307;20;1;0.8;normal
1.779.145.495.162;762079;ESP32-IDS-01;28.3;66.8;331;22;6;1.3;normal
1.779.157.750.248;51400;ESP32-IDS-01;30.3;60.9;515;35;5;3.24;dos
1.779.156.567.684;243118;ESP32-IDS-01;30.0;61.7;7889;9999;0;3.5;dos
1.779.167.100.255;139148;ESP32-IDS-01;28.8;53.3;634;19;2;1.3;dos
1.779.167.162.855;201684;ESP32-IDS-01;28.8;53.3;460;35;17;0.5;dos
1.779.164.983.232;654961;ESP32-IDS-01;30.6;60.7;696;35;3;2.84;dos
1.779.158.258.595;405924;ESP32-IDS-01;30.3;60.9;312;36;17;0.8;dos
1779149397.72;1202241;ESP32-IDS-01;29.0;68.1;593;23;8;2.6;normal
1779146800.43;15885;ESP32-IDS-01;28.6;64.4;801;24;5;2.9;normal
1.779.156.659.454;351786;ESP32-IDS-01;30.1;61.7;3365;91;46;2.2;dos
1.779.167.258.613;297462;ESP32-IDS-01;28.7;53.0;848;26;7;4.66;dos
1.779.145.265.587;532502;ESP32-IDS-01;28.2;67.1;627;19;2;2.8;normal
1.779.151.294.319;1096383;ESP32-IDS-01;29.9;64.5;764;19;1;2.5;dos
1.779.156.750.456;433569;ESP32-IDS-01;30.1;61.7;10000;9999;0;0.25;dos
1.779.149.659.238;1463755;ESP32-IDS-01;29.0;67.8;649;19;2;1.9;normal
1.779.146.361.534;43563;ESP32-IDS-01;28.7;63.7;701;20;1;0.8;normal
1779145221.65;488540;ESP32-IDS-01;28.3;68.9;783;29;11;0.7;normal
1.779.155.944.029;76482;ESP32-IDS-01;30.0;62.2;593;58;34;2.99;dos
1.779.146.807.362;22787;ESP32-IDS-01;28.6;63.6;463;42;69;0.4;normal
1.779.146.705.579;80997;ESP32-IDS-01;28.6;62.7;454;20;0;3.5;normal
1.779.148.456.307;260807;ESP32-IDS-01;28.7;69.6;427;19;2;2.8;normal
1.779.149.320.193;1124724;ESP32-IDS-01;28.9;68.3;965;19;1;3.1;normal
1.779.166.378.339;45089;ESP32-IDS-01;30.0;55.6;667;34;25;0.5;dos
1.779.153.067.927;42776;ESP32-IDS-01;29.9;63.1;3282;17;0;1.8;dos
1.779.148.227.005;31493;ESP32-IDS-01;27.9;68.7;823;21;2;2.9;normal
1.779.151.542.491;1344562;ESP32-IDS-01;29.9;64.1;918;20;0;3.3;dos
1.779.165.332.921;1003572;ESP32-IDS-01;31.0;59.3;3922;382;506;0.35;dos
1.779.151.722.518;1524393;ESP32-IDS-01;29.8;64.6;893;78;63;2.42;dos
1.779.166.684.938;228169;ESP32-IDS-01;29.3;54.6;993;690;898;4.51;dos
1.779.148.657.521;462026;ESP32-IDS-01;28.9;69.0;783;20;2;0.7;normal
1779159722.62;119709;ESP32-IDS-01;30.7;61.1;10000;75;45;2.4;dos
1.779.167.117.488;156378;ESP32-IDS-01;28.8;53.5;889;20;1;2.3;dos
1.779.148.939.276;743791;ESP32-IDS-01;28.9;68.5;868;20;1;1.4;normal
1.779.158.234.138;386333;ESP32-IDS-01;30.3;60.9;10000;35;20;1.69;dos
1.779.146.151.764;94579;ESP32-IDS-01;28.6;65.5;457;20;2;3.5;normal
1.779.145.164.031;430949;ESP32-IDS-01;28.3;71.8;352;18;1;2.9;normal
1779149788.82;1593364;ESP32-IDS-01;29.0;67.8;637;19;1;0.3;normal
1.779.157.386.469;52628;ESP32-IDS-01;30.1;61.8;972;9999;0;3.56;dos
1.779.165.104.266;763232;ESP32-IDS-01;30.8;60.0;10000;9999;0;2.27;dos
1.779.145.340.982;607874;ESP32-IDS-01;28.3;66.6;774;29;23;2.8;normal
1.779.154.781.187;49257;ESP32-IDS-01;30.0;62.4;330;35;16;0.2;dos
1.779.151.247.998;1050059;ESP32-IDS-01;29.9;64.8;945;20;0;3.4;dos
1.779.157.973.773;127026;ESP32-IDS-01;30.2;60.9;1228;29;7;3.61;dos
1.779.148.603.326;407807;ESP32-IDS-01;28.8;69.2;575;18;2;2.2;normal
1.779.148.996.004;800486;ESP32-IDS-01;29.0;68.2;344;31;16;3.1;normal
1.779.155.453.242;143968;ESP32-IDS-01;30.0;62.3;385;44;15;9.29;dos
1.779.166.643.025;182195;ESP32-IDS-01;29.3;54.7;1396;416;520;2.72;dos
1.779.151.438.017;1240082;ESP32-IDS-01;30.0;64.2;788;20;0;0.8;dos
1.779.149.251.832;1056361;ESP32-IDS-01;28.9;68.5;703;18;1;3.2;normal
1.779.151.553.649;1355573;ESP32-IDS-01;29.9;64.1;681;69;74;1.7;dos
1.779.145.928.268;110527;ESP32-IDS-01;28.6;64.6;976;21;2;3.5;normal
1.779.149.293.555;1098055;ESP32-IDS-01;28.9;68.3;412;20;1;1.1;normal
1.779.149.165.262;969784;ESP32-IDS-01;28.8;68.5;649;20;0;2.3;normal
1.779.151.353.421;1155487;ESP32-IDS-01;29.9;64.4;514;19;2;3.1;dos
1.779.148.343.146;147573;ESP32-IDS-01;28.5;70.2;674;34;41;2.4;normal
1.779.159.552.937;363116;ESP32-IDS-01;30.6;61.1;723;361;1004;3.1;dos
1.779.149.740.016;1544566;ESP32-IDS-01;29.0;67.9;342;17;2;2.8;normal
1.779.155.358.655;46577;ESP32-IDS-01;30.0;62.3;322;967;2709;14.82;dos
1.779.149.025.072;829580;ESP32-IDS-01;29.0;68.2;913;22;2;0.7;normal
1.779.148.438.715;243085;ESP32-IDS-01;28.7;69.6;743;52;49;1.0;normal
1.779.167.480.631;519433;ESP32-IDS-01;28.6;52.2;685;48;9;3.0;dos
1779145346.32;613237;ESP32-IDS-01;28.3;68.4;730;21;2;2.9;normal
1.779.151.495.056;1297125;ESP32-IDS-01;30.0;64.0;578;20;0;1.0;dos
1.779.149.755.028;1559536;ESP32-IDS-01;29.0;67.8;499;30;34;2.4;normal
1.779.145.883.313;65346;ESP32-IDS-01;28.5;64.8;889;96;116;2.3;normal
1.779.149.299.539;1104063;ESP32-IDS-01;28.9;68.3;350;20;1;2.4;normal
1.779.166.418.497;77178;ESP32-IDS-01;29.9;54.6;10000;742;697;2.55;dos
1.779.152.806.314;283057;ESP32-IDS-01;29.9;63.3;571;17;1;3.25;dos
1.779.164.707.721;375159;ESP32-IDS-01;30.0;63.2;6096;1456;1604;1.5;dos
1.779.150.419.961;218670;ESP32-IDS-01;28.8;68.0;3433;395;522;0.3;dos
1.779.149.174.458;978984;ESP32-IDS-01;28.8;68.5;934;19;2;2.2;normal
1779151557.37;1359445;ESP32-IDS-01;29.9;64.1;352;18;2;1.6;dos
1.779.149.450.563;1255085;ESP32-IDS-01;28.9;68.2;386;23;4;3.3;normal
1.779.148.679.201;483090;ESP32-IDS-01;28.9;68.9;430;224;210;1.3;normal
1.779.167.092.019;130882;ESP32-IDS-01;28.8;53.1;807;21;1;2.6;dos
1.779.164.803.305;474626;ESP32-IDS-01;30.3;62.1;420;169;159;5.58;dos
1.779.151.530.145;1332215;ESP32-IDS-01;29.9;64.1;712;20;0;0.2;dos
1779145553.16;820086;ESP32-IDS-01;28.4;67.7;421;21;1;2.4;normal
1.779.155.633.519;38462;ESP32-IDS-01;30.0;62.2;965;1944;2846;8.58;dos
1.779.145.369.675;636572;ESP32-IDS-01;28.3;68.5;327;20;0;0.6;normal
1.779.167.297.442;336236;ESP32-IDS-01;28.7;53.0;7392;38;5;2.94;dos
1.779.148.493.253;297748;ESP32-IDS-01;28.7;69.5;326;21;3;2.6;normal
1.779.159.235.122;46295;ESP32-IDS-01;30.6;60.7;965;25;13;2.3;dos
1.779.153.513.273;487972;ESP32-IDS-01;30.0;62.6;6746;55;21;1.75;dos
1.779.148.892.074;696560;ESP32-IDS-01;28.9;68.5;923;21;1;3.1;normal
1.779.148.513.139;317639;ESP32-IDS-01;28.7;69.5;602;20;0;3.3;normal
1.779.148.628.362;432839;ESP32-IDS-01;28.8;69.0;760;20;1;1.5;normal
1.779.145.191.681;458593;ESP32-IDS-01;28.3;69.2;610;21;1;1.6;normal
1779149598.99;1403475;ESP32-IDS-01;29.1;67.7;332;22;2;3.2;normal
1.779.151.393.269;1195334;ESP32-IDS-01;29.9;64.3;935;20;0;1.0;dos
1.779.167.216.269;255153;ESP32-IDS-01;28.7;53.0;479;17;1;1.4;dos
1779167054.76;93619;ESP32-IDS-01;28.8;53.1;958;28;17;2.29;dos
1779150136.85;1941366;ESP32-IDS-01;28.9;67.9;471;33;38;1.4;dos
1.779.149.148.536;952720;ESP32-IDS-01;28.9;68.4;380;124;157;1.7;normal
1779148599.93;404435;ESP32-IDS-01;28.8;69.2;352;19;2;2.9;normal
1.779.148.511.691;316185;ESP32-IDS-01;28.7;69.5;608;21;1;3.5;normal
1.779.148.948.357;752872;ESP32-IDS-01;28.9;68.5;959;20;0;2.7;normal
1.779.152.101.834;1889731;ESP32-IDS-01;29.9;64.4;420;9999;0;2.4;dos
1.779.158.422.217;42140;ESP32-IDS-01;30.3;61.1;4903;83;82;1.7;dos
1.779.166.107.287;212343;ESP32-IDS-01;31.6;57.7;553;27;15;7.42;dos
1.779.153.207.471;182278;ESP32-IDS-01;30.0;63.0;318;24;9;3.1;dos
1.779.148.700.796;505278;ESP32-IDS-01;28.9;68.7;796;20;1;0.7;normal
1.779.151.440.306;1242375;ESP32-IDS-01;30.0;64.1;565;20;1;2.1;dos
1.779.166.543.072;81919;ESP32-IDS-01;29.5;55.0;10000;717;1299;2.05;dos
1.779.148.744.455;548966;ESP32-IDS-01;29.0;68.4;943;19;3;0.8;normal
1.779.148.685.383;489892;ESP32-IDS-01;28.9;68.8;700;19;1;2.1;normal
1.779.146.605.805;102386;ESP32-IDS-01;28.7;63.4;707;20;0;2.9;normal
1.779.150.074.802;1879318;ESP32-IDS-01;28.9;67.8;368;24;10;2.5;dos
1.779.160.299.791;134309;ESP32-IDS-01;30.6;61.3;10000;9999;0;1.89;dos
1.779.166.490.261;20864;ESP32-IDS-01;29.7;53.7;5245;9999;0;3.09;dos
1.779.148.224.513;28986;ESP32-IDS-01;27.9;68.7;752;18;1;2.8;normal
1.779.148.669.331;473839;ESP32-IDS-01;28.9;68.9;425;19;1;2.1;normal
1.779.154.547.565;224447;ESP32-IDS-01;30.1;62.2;10000;742;515;3.6;dos
1779152189.72;1979880;ESP32-IDS-01;29.9;64.3;629;9999;0;1.79;dos
1.779.149.293.115;1097643;ESP32-IDS-01;28.9;68.4;738;19;1;0.7;normal
1779154915.81;183853;ESP32-IDS-01;30.0;62.5;529;31;14;3.99;dos
1.779.145.259.795;526701;ESP32-IDS-01;28.2;68.8;575;23;14;3.5;normal
1.779.145.886.625;68886;ESP32-IDS-01;28.5;65.7;848;20;0;0.7;normal
1.779.149.530.021;1334564;ESP32-IDS-01;29.0;68.0;390;17;3;2.2;normal
1.779.151.308.722;1110758;ESP32-IDS-01;29.9;64.5;424;20;0;1.6;dos
1.779.167.260.703;299480;ESP32-IDS-01;28.7;53.0;1266;56;23;1.09;dos
1.779.150.581.818;370962;ESP32-IDS-01;29.2;67.2;982;9999;0;3.92;dos
1.779.153.478.866;453696;ESP32-IDS-01;30.0;62.6;526;28;16;1.5;dos
1.779.149.495.522;1300044;ESP32-IDS-01;28.9;68.2;573;23;4;2.7;normal
1.779.146.439.493;67261;ESP32-IDS-01;28.7;64.6;786;19;3;0.2;normal
1.779.152.850.525;327279;ESP32-IDS-01;29.9;63.3;320;32;12;1.7;dos
1.779.146.075.233;18074;ESP32-IDS-01;28.5;63.0;322;19;1;2.4;normal
1779148769.52;574016;ESP32-IDS-01;28.9;68.5;640;23;5;3.0;normal
1.779.156.667.485;356887;ESP32-IDS-01;30.1;61.7;1363;400;508;1.9;dos
1.779.145.320.711;587583;ESP32-IDS-01;28.3;66.7;762;20;0;3.3;normal
1.779.146.649.434;24858;ESP32-IDS-01;28.7;63.7;563;19;2;1.3;normal
1.779.148.829.309;633819;ESP32-IDS-01;28.9;68.6;785;20;0;1.2;normal
1.779.148.267.274;71765;ESP32-IDS-01;28.1;70.2;786;20;0;2.5;normal
1.779.159.736.802;132045;ESP32-IDS-01;30.7;61.1;2754;716;492;3.26;dos
1.779.146.491.539;119307;ESP32-IDS-01;28.6;64.4;428;20;0;3.4;normal
1.779.166.511.664;56913;ESP32-IDS-01;29.5;53.8;376;24;6;5.16;dos
1.779.167.093.915;132601;ESP32-IDS-01;28.8;53.1;934;88;203;2.5;dos
1.779.146.003.725;185756;ESP32-IDS-01;28.6;63.0;405;98;118;0.4;normal
1.779.165.301.891;973647;ESP32-IDS-01;31.0;59.3;661;29;11;2.31;dos
1.779.145.690.967;957900;ESP32-IDS-01;28.5;64.2;391;20;0;2.1;normal
1.779.150.654.407;456373;ESP32-IDS-01;29.3;67.0;1212;43;67;3.13;dos
1.779.151.329.216;1131217;ESP32-IDS-01;29.9;64.4;666;40;20;0.5;dos
1.779.151.554.738;1356775;ESP32-IDS-01;29.9;64.1;669;32;33;3.4;dos
1779146418.94;46705;ESP32-IDS-01;28.7;63.6;873;21;2;1.3;normal
1.779.156.219.722;76600;ESP32-IDS-01;30.0;61.9;358;47;20;1.7;dos
1.779.145.705.348;972254;ESP32-IDS-01;28.5;64.2;390;20;1;0.9;normal
1.779.151.675.516;1477542;ESP32-IDS-01;29.8;64.5;881;28;15;4.77;dos
1.779.149.553.491;1358001;ESP32-IDS-01;29.0;67.9;914;20;0;2.6;normal
1.779.160.042.799;35386;ESP32-IDS-01;30.6;61.5;967;36;13;4.33;dos
1.779.145.467.544;734466;ESP32-IDS-01;28.3;66.0;991;20;1;3.3;normal
1.779.146.224.495;167335;ESP32-IDS-01;28.6;62.9;413;20;1;2.8;normal
1.779.145.501.024;767940;ESP32-IDS-01;28.3;68.7;868;22;3;1.4;normal
1.779.149.399.042;1203573;ESP32-IDS-01;29.0;68.1;996;20;1;1.2;normal
1.779.158.113.103;266394;ESP32-IDS-01;30.3;60.7;786;28;11;3.77;dos
1.779.149.771.138;1575685;ESP32-IDS-01;29.0;67.8;761;19;1;1.4;normal
1.779.149.741.939;1546476;ESP32-IDS-01;29.0;67.9;954;19;1;1.4;normal
1.779.154.964.533;232585;ESP32-IDS-01;30.0;62.5;848;43;21;0.7;dos
1.779.155.461.767;152557;ESP32-IDS-01;30.0;62.3;918;24;24;2.79;dos
1.779.149.071.323;875833;ESP32-IDS-01;28.9;68.3;477;23;3;0.1;normal
1779154139.94;276022;ESP32-IDS-01;30.0;62.5;903;61;19;3.5;dos
1.779.146.560.491;57021;ESP32-IDS-01;28.6;64.9;301;39;29;3.0;normal
1.779.158.490.052;99687;ESP32-IDS-01;30.2;61.5;998;9999;0;0.2;dos
1.779.154.868.016;133006;ESP32-IDS-01;30.0;62.2;590;721;538;6.49;dos
1.779.166.063.978;170036;ESP32-IDS-01;31.5;56.4;989;24;7;4.82;dos
1.779.151.899.295;1701313;ESP32-IDS-01;29.8;64.4;3016;39;28;1.73;dos
1.779.149.163.055;967577;ESP32-IDS-01;28.8;68.5;864;19;3;2.5;normal
1.779.146.435.908;63680;ESP32-IDS-01;28.7;64.2;796;19;2;0.5;normal
1.779.164.622.113;293864;ESP32-IDS-01;29.9;64.0;907;19;1;3.9;dos
1779145482.95;749871;ESP32-IDS-01;28.3;68.7;452;21;11;1.8;normal
1.779.151.559.027;1361098;ESP32-IDS-01;29.9;64.1;777;20;0;0.7;dos
1.779.146.797.277;12733;ESP32-IDS-01;28.6;63.1;686;23;9;1.8;normal
1.779.145.096.438;363323;ESP32-IDS-01;28.2;67.2;661;20;2;0.8;normal
1.779.151.768.669;1570742;ESP32-IDS-01;29.8;64.5;688;21;6;0.7;dos
1.779.150.380.037;182035;ESP32-IDS-01;28.8;68.0;842;25;10;6.84;dos
1.779.151.459.919;1261949;ESP32-IDS-01;30.0;64.0;938;20;4;2.0;dos
1779164798.92;470696;ESP32-IDS-01;30.2;62.4;5787;23;5;1.47;dos
1.779.146.185.565;128410;ESP32-IDS-01;28.6;62.4;468;19;1;2.6;normal
1.779.165.292.984;964784;ESP32-IDS-01;31.0;59.4;2781;24;6;2.06;dos
1.779.146.468.548;96315;ESP32-IDS-01;28.6;64.9;723;21;3;3.1;normal
1.779.158.782.693;45074;ESP32-IDS-01;30.2;61.5;4471;59;61;2.02;dos
1.779.154.194.727;23693;ESP32-IDS-01;29.9;61.3;777;60;17;1.6;dos
1.779.146.712.251;87674;ESP32-IDS-01;28.6;63.6;598;19;1;2.3;normal
1.779.155.224.949;490758;ESP32-IDS-01;30.0;62.3;4355;66;9;3.13;dos
1.779.149.474.709;1279244;ESP32-IDS-01;28.9;68.2;671;19;1;2.4;normal
1.779.156.032.952;22933;ESP32-IDS-01;30.0;60.8;10000;1731;1020;0.16;dos
1.779.153.159.269;134046;ESP32-IDS-01;29.9;63.2;326;35;11;7.43;dos
1.779.165.166.528;838286;ESP32-IDS-01;30.9;59.6;585;33;25;2.2;dos
1.779.152.753.972;229694;ESP32-IDS-01;30.0;63.3;2409;353;1001;2.62;dos
1.779.151.853.621;1653003;ESP32-IDS-01;29.8;64.4;2093;916;1348;2.48;dos
1779166717.85;242324;ESP32-IDS-01;29.3;52.4;436;2134;2476;0.1;dos
1.779.152.261.254;2062309;ESP32-IDS-01;29.9;64.3;486;366;504;3.86;dos
1.779.157.933.529;85800;ESP32-IDS-01;30.3;60.8;2271;21;10;2.94;dos
1779154017.51;154534;ESP32-IDS-01;30.0;62.5;455;25;12;2.9;dos
1.779.145.463.686;730568;ESP32-IDS-01;28.3;68.5;352;26;12;1.4;normal
1.779.146.478.245;106016;ESP32-IDS-01;28.6;62.3;426;19;3;1.7;normal
1.779.148.511.104;315577;ESP32-IDS-01;28.7;69.5;460;20;0;1.3;normal
1.779.148.382.077;186576;ESP32-IDS-01;28.5;70.0;579;19;1;2.1;normal
1.779.148.262.654;67120;ESP32-IDS-01;28.1;70.1;841;19;4;1.9;normal
1.779.150.970.326;771250;ESP32-IDS-01;29.6;66.0;613;394;505;3.96;dos
1.779.145.307.867;574785;ESP32-IDS-01;28.3;67.2;943;20;2;0.8;normal
1.779.149.257.465;1061962;ESP32-IDS-01;28.9;68.5;416;20;1;1.9;normal
1.779.148.803.068;607575;ESP32-IDS-01;28.9;68.5;435;20;4;0.7;normal
1.779.148.617.334;421839;ESP32-IDS-01;28.8;69.1;544;20;1;0.3;normal
1.779.146.258.404;201240;ESP32-IDS-01;28.6;65.1;428;23;9;3.1;normal
1.779.148.614.859;419349;ESP32-IDS-01;28.8;69.1;603;23;4;3.4;normal
1.779.148.750.253;554700;ESP32-IDS-01;29.0;68.4;508;32;21;2.4;normal
1.779.164.760.591;432376;ESP32-IDS-01;30.2;62.5;569;20;7;1.3;dos
1.779.146.216.984;159827;ESP32-IDS-01;28.6;64.3;685;20;1;3.0;normal
1779156619.71;308439;ESP32-IDS-01;30.0;61.7;10000;618;510;3.18;dos
1779148897.24;701756;ESP32-IDS-01;28.9;68.5;793;19;2;3.0;normal
1.779.146.592.583;89173;ESP32-IDS-01;28.6;62.8;777;20;0;3.3;normal
1.779.146.127.219;70062;ESP32-IDS-01;28.6;64.8;993;19;2;2.5;normal
1.779.146.593.231;89804;ESP32-IDS-01;28.6;62.8;631;25;12;2.3;normal
1.779.155.588.104;275938;ESP32-IDS-01;30.0;62.3;587;1011;1371;6.11;dos
1.779.146.012.642;194911;ESP32-IDS-01;28.6;63.9;648;18;2;2.2;normal
1.779.148.613.285;417788;ESP32-IDS-01;28.8;69.1;351;20;5;0.7;normal
1.779.166.602.887;148106;ESP32-IDS-01;29.3;54.7;1173;30;15;3.65;dos
1.779.149.764.523;1569065;ESP32-IDS-01;29.0;67.8;447;20;3;1.1;normal
1.779.148.476.192;280684;ESP32-IDS-01;28.7;69.5;738;22;6;0.1;normal
1779148942.57;747085;ESP32-IDS-01;28.9;68.5;369;20;0;1.1;normal
1779165971.4;77432;ESP32-IDS-01;31.4;57.6;563;36;23;3.08;dos
1.779.148.261.339;65818;ESP32-IDS-01;28.1;70.1;604;23;5;2.0;normal
1.779.149.345.174;1149705;ESP32-IDS-01;29.0;68.2;798;19;2;3.5;normal
1.779.154.017.028;154079;ESP32-IDS-01;30.0;62.5;467;26;9;2.1;dos
1.779.150.697.195;499133;ESP32-IDS-01;29.4;66.8;733;47;43;2.86;dos
1.779.148.362.657;167151;ESP32-IDS-01;28.5;70.1;759;20;0;1.9;normal
1.779.149.240.475;1044970;ESP32-IDS-01;28.9;68.5;302;29;18;0.6;normal
1.779.156.548.635;235229;ESP32-IDS-01;30.0;61.7;755;155;269;3.92;dos
1.779.158.608.383;89836;ESP32-IDS-01;30.0;61.8;486;27;9;4.46;dos
1.779.152.890.579;367338;ESP32-IDS-01;29.9;63.2;6470;29;15;2.3;dos
1.779.145.969.163;151423;ESP32-IDS-01;28.6;64.4;545;20;0;1.3;normal
1.779.149.266.491;1071018;ESP32-IDS-01;28.9;68.4;495;19;1;2.4;normal
1.779.157.395.741;95202;ESP32-IDS-01;30.1;61.7;998;25;6;1.2;dos
1.779.159.102.671;45967;ESP32-IDS-01;30.5;60.7;686;48;45;3.26;dos
1.779.159.512.086;323297;ESP32-IDS-01;30.6;61.0;598;25;9;2.3;dos
1.779.156.720.391;409426;ESP32-IDS-01;30.1;61.7;494;497;718;1.5;dos
1.779.158.294.212;446521;ESP32-IDS-01;30.3;60.9;990;357;505;3.12;dos
1.779.157.967.861;119207;ESP32-IDS-01;30.3;60.8;7956;665;889;2.13;dos
1.779.148.373.709;178207;ESP32-IDS-01;28.5;70.0;985;19;2;2.8;normal
1.779.152.031.537;1830254;ESP32-IDS-01;29.7;64.5;783;390;477;3.68;dos
1.779.154.426.801;105946;ESP32-IDS-01;30.1;62.4;785;17;1;5.75;dos
1.779.145.278.972;545848;ESP32-IDS-01;28.3;71.3;459;32;19;2.3;normal
1.779.167.522.692;559604;ESP32-IDS-01;28.6;51.9;2885;339;253;2.25;dos
1.779.149.555.996;1360531;ESP32-IDS-01;29.0;67.9;828;20;3;3.3;normal
1.779.146.154.565;97410;ESP32-IDS-01;28.6;65.5;919;19;1;0.5;normal
1.779.155.365.266;56007;ESP32-IDS-01;30.0;62.3;1159;37;19;2.5;dos
1.779.165.179.277;839277;ESP32-IDS-01;30.9;59.6;991;3257;1885;5.02;dos
1.779.148.346.813;151305;ESP32-IDS-01;28.5;70.2;545;20;0;1.3;normal
1.779.155.543.408;234203;ESP32-IDS-01;30.0;62.3;518;25;8;8.99;dos
1.779.148.722.356;526862;ESP32-IDS-01;29.0;68.5;758;20;1;0.1;normal
1.779.149.392.607;1197139;ESP32-IDS-01;29.0;68.1;579;19;1;0.3;normal
1.779.151.033.528;820699;ESP32-IDS-01;29.7;65.6;580;9999;0;3.52;dos
1779145471.26;738195;ESP32-IDS-01;28.3;68.8;321;17;1;3.2;normal
1.779.146.458.421;86170;ESP32-IDS-01;28.6;63.9;613;27;19;0.3;normal
1.779.158.250.437;403615;ESP32-IDS-01;30.3;60.9;634;36;29;5.65;dos
1779151406.62;1208660;ESP32-IDS-01;29.9;64.3;994;21;1;3.1;dos
1.779.145.697.981;964915;ESP32-IDS-01;28.5;65.0;602;20;1;1.6;normal
1.779.155.838.348;101124;ESP32-IDS-01;30.0;62.2;808;3208;2816;0.2;dos
1.779.151.055.224;857263;ESP32-IDS-01;29.7;65.6;447;25;13;2.1;dos
1.779.145.635.725;902656;ESP32-IDS-01;28.4;64.7;591;20;0;2.5;normal
1.779.149.041.694;846216;ESP32-IDS-01;29.0;68.2;425;18;2;1.0;normal
1.779.149.010.758;815276;ESP32-IDS-01;29.0;68.2;481;20;1;1.5;normal
1.779.146.394.355;22096;ESP32-IDS-01;28.7;62.3;602;20;1;0.2;normal
1.779.156.482.551;171764;ESP32-IDS-01;30.0;61.7;7581;417;540;2.23;dos
1.779.153.077.429;52231;ESP32-IDS-01;29.9;63.1;515;31;2;1.3;dos
1.779.149.185.534;989880;ESP32-IDS-01;28.8;68.5;374;79;181;0.4;normal
1.779.158.109.931;260323;ESP32-IDS-01;30.3;60.8;1347;993;1343;0.2;dos
1.779.148.578.376;382625;ESP32-IDS-01;28.7;69.4;778;87;101;2.4;normal
1.779.154.872.726;140774;ESP32-IDS-01;30.0;62.5;549;46;44;5.22;dos
1.779.148.243.429;47921;ESP32-IDS-01;28.0;69.6;634;20;0;1.3;normal
1.779.146.313.615;256465;ESP32-IDS-01;28.6;63.3;691;19;0;3.1;normal
1.779.157.467.993;29751;ESP32-IDS-01;30.2;61.7;10000;1623;2347;3.45;dos
1.779.148.996.004;800486;ESP32-IDS-01;29.0;68.2;344;31;16;3.1;normal
1.779.148.213.478;17968;ESP32-IDS-01;27.8;67.4;820;20;0;1.7;normal
1.779.146.695.763;71158;ESP32-IDS-01;28.6;63.3;672;21;1;2.2;normal
1.779.146.129.196;72038;ESP32-IDS-01;28.6;65.9;518;19;1;3.2;normal
1.779.148.679.201;483090;ESP32-IDS-01;28.9;68.9;430;224;210;1.3;normal
1.779.154.916.509;184599;ESP32-IDS-01;30.0;62.5;746;26;14;2.7;dos
1779164881.04;551746;ESP32-IDS-01;30.4;61.7;624;362;395;3.0;dos
1.779.149.682.007;1486502;ESP32-IDS-01;29.0;67.8;825;33;19;1.2;normal
1.779.148.289.874;94368;ESP32-IDS-01;28.2;70.4;892;19;1;0.8;normal
1.779.149.293.555;1098055;ESP32-IDS-01;28.9;68.3;412;20;1;1.1;normal
1.779.167.051.306;90110;ESP32-IDS-01;28.8;53.1;728;45;34;2.67;dos
1.779.151.357.428;1159494;ESP32-IDS-01;29.9;64.4;351;19;3;0.7;dos
1.779.148.578.376;382625;ESP32-IDS-01;28.7;69.4;778;87;101;2.4;normal
1.779.146.560.491;57021;ESP32-IDS-01;28.6;64.9;301;39;29;3.0;normal
